tokenid,collection_mint_number,asset_token_id,asset_index,token_index
trnpn-vakor-uwiaa-aaaaa-cuarg-yaqca-acyua-q,1379,4yqi2-yqkor-uwiaa-aaaaa-c4chg-yaqca-aaavr-q,1379,181505
trozw-eakor-uwiaa-aaaaa-cuarg-yaqca-acyem-a,378,4yt6b-jqkor-uwiaa-aaaaa-c4chg-yaqca-aaaf5-a,378,180504
tndvq-oikor-uwiaa-aaaaa-cuarg-yaqca-acycf-a,236,4ziop-fqkor-uwiaa-aaaaa-c4chg-yaqca-aaadw-a,236,180362
tnadl-7ikor-uwiaa-aaaaa-cuarg-yaqca-acysj-q,1269,4zlyu-uqkor-uwiaa-aaaaa-c4chg-yaqca-aaat2-q,1269,181395
c2qvx-likor-uwiaa-aaaaa-cuarg-yaqca-acyk4-q,795,52snh-2qkor-uwiaa-aaaaa-c4chg-yaqca-aaamn-q,795,180921
bcqkt-rikor-uwiaa-aaaaa-cuarg-yaqca-acyiv-q,653,53j5j-wqkor-uwiaa-aaaaa-c4chg-yaqca-aaakg-q,653,180779
bct4i-aikor-uwiaa-aaaaa-cuarg-yaqca-acyyz-a,1684,53kls-hqkor-uwiaa-aaaaa-c4chg-yaqca-aaa2k-a,1684,181810
bf55r-qykor-uwiaa-aaaaa-cuarg-yaqca-acyjv-a,716,54ekl-xakor-uwiaa-aaaaa-c4chg-yaqca-aaalg-a,716,180842
c55cv-kykor-uwiaa-aaaaa-cuarg-yaqca-acyl4-a,858,5572f-3akor-uwiaa-aaaaa-c4chg-yaqca-aaann-a,858,180984
sxv5o-oykor-uwiaa-aaaaa-cuarg-yaqca-acyek-a,374,56i2z-dikor-uwiaa-aaaaa-c4chg-yaqca-aaaf3-a,374,180500
sxwlv-7ykor-uwiaa-aaaaa-cuarg-yaqca-acyug-q,1391,56lmc-sikor-uwiaa-aaaaa-c4chg-yaqca-aaavx-q,1391,181517
tqw7d-zakor-uwiaa-aaaaa-cuarg-yaqca-acysl-q,1273,57q4m-6ikor-uwiaa-aaaaa-c4chg-yaqca-aaat4-q,1273,181399
eglw4-pakor-uwiaa-aaaaa-cuarg-yaqca-acyb7-a,224,57tkx-pikor-uwiaa-aaaaa-c4chg-yaqca-aaadq-a,224,180350
cal65-mqkor-uwiaa-aaaaa-cuarg-yaqca-acyl6-a,862,5ajgn-5ikor-uwiaa-aaaaa-c4chg-yaqca-aaanp-a,862,180988
adgzj-2akor-uwiaa-aaaaa-cuarg-yaqca-acyjt-a,712,5bswd-rikor-uwiaa-aaaaa-c4chg-yaqca-aaale-a,712,180838
swona-cykor-uwiaa-aaaaa-cuarg-yaqca-acycb-a,228,5cfw7-jakor-uwiaa-aaaaa-c4chg-yaqca-aaads-a,228,180354
swn33-tykor-uwiaa-aaaaa-cuarg-yaqca-acysn-q,1277,5cgae-yakor-uwiaa-aaaaa-c4chg-yaqca-aaat6-q,1277,181403
skax5-zqkor-uwiaa-aaaaa-cuarg-yaqca-acyue-q,1387,5d5qk-uakor-uwiaa-aaaaa-c4chg-yaqca-aaavv-q,1387,181513
skdbg-iqkor-uwiaa-aaaaa-cuarg-yaqca-acyei-a,370,5d6gr-fakor-uwiaa-aaaaa-c4chg-yaqca-aaafz-a,370,180496
m7433-aikor-uwiaa-aaaaa-cuarg-yaqca-acyte-a,1322,5eqhi-vqkor-uwiaa-aaaaa-c4chg-yaqca-aaauv-a,1322,181448
m77na-rikor-uwiaa-aaaaa-cuarg-yaqca-acydi-q,307,5etrt-eqkor-uwiaa-aaaaa-c4chg-yaqca-aaaez-q,307,180433
ph7se-likor-uwiaa-aaaaa-cuarg-yaqca-acybb-q,165,5fib5-iqkor-uwiaa-aaaaa-c4chg-yaqca-aaacs-q,165,180291
ph4e7-2ikor-uwiaa-aaaaa-cuarg-yaqca-acyrn-a,1212,5flxg-zqkor-uwiaa-aaaaa-c4chg-yaqca-aaas6-a,1212,181338
dstjq-tqkor-uwiaa-aaaaa-cuarg-yaqca-acyyx-a,1680,5g4x2-bykor-uwiaa-aaaaa-c4chg-yaqca-aaa2i-a,1680,181806
aelol-3qkor-uwiaa-aaaaa-cuarg-yaqca-acyit-q,649,5g7bb-qykor-uwiaa-aaaaa-c4chg-yaqca-aaake-q,649,180775
chgj7-nakor-uwiaa-aaaaa-cuarg-yaqca-acyk6-q,799,5herp-4ykor-uwiaa-aaaaa-c4chg-yaqca-aaamp-q,799,180925
ea5rq-cqkor-uwiaa-aaaaa-cuarg-yaqca-acygu-q,523,5iepf-tykor-uwiaa-aaaaa-c4chg-yaqca-aaaif-q,523,180649
ea6hl-tqkor-uwiaa-aaaaa-cuarg-yaqca-acywy-a,1554,5ihz6-cykor-uwiaa-aaaaa-c4chg-yaqca-aaayj-a,1554,181680
bqgir-yakor-uwiaa-aaaaa-cuarg-yaqca-acym5-q,925,5j77l-7ykor-uwiaa-aaaaa-c4chg-yaqca-aaaoo-q,925,181051
nfjf6-rykor-uwiaa-aaaaa-cuarg-yaqca-acyfh-q,433,5ki7x-hqkor-uwiaa-aaaaa-c4chg-yaqca-aaagy-q,433,180559
otrcf-zykor-uwiaa-aaaaa-cuarg-yaqca-acyvd-a,1448,5kljm-wqkor-uwiaa-aaaaa-c4chg-yaqca-aaawu-a,1448,181574
gjrp6-oykor-uwiaa-aaaaa-cuarg-yaqca-acypo-a,1086,5lqzc-2qkor-uwiaa-aaaaa-c4chg-yaqca-aaaq7-a,1086,181212
2wbwc-aikor-uwiaa-aaaaa-cuarg-yaqca-acx7c-q,39,5ltpz-lqkor-uwiaa-aaaaa-c4chg-yaqca-aaaat-q,39,180165
sfajx-wqkor-uwiaa-aaaaa-cuarg-yaqca-acyqo-q,1151,5m5oa-3akor-uwiaa-aaaaa-c4chg-yaqca-aaar7-q,1151,181277
sfd7m-hqkor-uwiaa-aaaaa-cuarg-yaqca-acyac-a,102,5m6y3-kakor-uwiaa-aaaaa-c4chg-yaqca-aaabt-a,102,180228
quy22-yikor-uwiaa-aaaaa-cuarg-yaqca-acygh-a,496,5nfiv-gakor-uwiaa-aaaaa-c4chg-yaqca-aaahy-a,496,180622
tca5b-qikor-uwiaa-aaaaa-cuarg-yaqca-acywd-q,1513,5ng6o-xakor-uwiaa-aaaaa-c4chg-yaqca-aaaxu-q,1513,181639
bxl7t-zqkor-uwiaa-aaaaa-cuarg-yaqca-acyn5-a,988,5osij-6ikor-uwiaa-aaaaa-c4chg-yaqca-aaapo-a,988,181114
ehqgs-dakor-uwiaa-aaaaa-cuarg-yaqca-acyhu-a,586,5pjyh-sikor-uwiaa-aaaaa-c4chg-yaqca-aaajf-a,586,180712
ehtqj-sakor-uwiaa-aaaaa-cuarg-yaqca-acyxy-q,1619,5pko4-dikor-uwiaa-aaaaa-c4chg-yaqca-aaazj-q,1619,181745
se3zz-2qkor-uwiaa-aaaaa-cuarg-yaqca-acywf-q,1517,5qqcg-rikor-uwiaa-aaaaa-c4chg-yaqca-aaaxw-q,1517,181643
seypc-lqkor-uwiaa-aaaaa-cuarg-yaqca-acygj-a,500,5qtu5-aikor-uwiaa-aaaaa-c4chg-yaqca-aaah2-a,500,180626
syvde-bykor-uwiaa-aaaaa-cuarg-yaqca-acyaa-a,98,5riet-mikor-uwiaa-aaaaa-c4chg-yaqca-aaabr-a,98,180224
sywv7-qykor-uwiaa-aaaaa-cuarg-yaqca-acyqm-q,1147,5rlsi-5ikor-uwiaa-aaaaa-c4chg-yaqca-aaar5-q,1147,181273
e2fmb-uikor-uwiaa-aaaaa-cuarg-yaqca-acyx2-q,1623,5s4su-fakor-uwiaa-aaaaa-c4chg-yaqca-aaazl-q,1623,181749
e2g22-fikor-uwiaa-aaaaa-cuarg-yaqca-acyhw-a,590,5s7ep-uakor-uwiaa-aaaaa-c4chg-yaqca-aaajh-a,590,180716
arq3l-tikor-uwiaa-aaaaa-cuarg-yaqca-acyn3-a,984,5teub-yakor-uwiaa-aaaaa-c4chg-yaqca-aaapm-a,984,181110
aw5mj-sykor-uwiaa-aaaaa-cuarg-yaqca-acym3-q,921,5ujdd-zqkor-uwiaa-aaaaa-c4chg-yaqca-aaaom-q,921,181047
e5i3d-vykor-uwiaa-aaaaa-cuarg-yaqca-acyw2-a,1558,5vrfw-eqkor-uwiaa-aaaaa-c4chg-yaqca-aaayl-a,1558,181684
e5lny-eykor-uwiaa-aaaaa-cuarg-yaqca-acygw-q,527,5vstn-vqkor-uwiaa-aaaaa-c4chg-yaqca-aaaih-q,527,180653
2lxkk-gakor-uwiaa-aaaaa-cuarg-yaqca-acx7a-q,35,5wftr-nykor-uwiaa-aaaaa-c4chg-yaqca-aaaar-q,35,180161
guhtw-iqkor-uwiaa-aaaaa-cuarg-yaqca-acypm-a,1082,5wgfk-4ykor-uwiaa-aaaaa-c4chg-yaqca-aaaq5-a,1082,181208
pvkg5-takor-uwiaa-aaaaa-cuarg-yaqca-acyvf-a,1452,5x5ve-qykor-uwiaa-aaaaa-c4chg-yaqca-aaaww-a,1452,181578
pvjqg-cakor-uwiaa-aaaaa-cuarg-yaqca-acyfj-q,437,5x6d7-bykor-uwiaa-aaaaa-c4chg-yaqca-aaag2-q,437,180563
obhah-qqkor-uwiaa-aaaaa-cuarg-yaqca-acyrl-a,1208,5y5lo-7ykor-uwiaa-aaaaa-c4chg-yaqca-aaas4-a,1208,181334
ebgb6-oqkor-uwiaa-aaaaa-cuarg-yaqca-acya7-q,161,5y65v-oykor-uwiaa-aaaaa-c4chg-yaqca-aaacq-q,161,180287
mcjri-xakor-uwiaa-aaaaa-cuarg-yaqca-acydk-q,311,5zfn3-cykor-uwiaa-aaaaa-c4chg-yaqca-aaae3-q,311,180437
mckht-gakor-uwiaa-aaaaa-cuarg-yaqca-acytg-a,1326,5zg3a-tykor-uwiaa-aaaaa-c4chg-yaqca-aaaux-a,1326,181452
rtyom-6qkor-uwiaa-aaaaa-cuarg-yaqca-acyak-a,118,62fj3-takor-uwiaa-aaaaa-c4chg-yaqca-aaab3-a,118,180244
rt3yx-pqkor-uwiaa-aaaaa-cuarg-yaqca-acyqg-q,1135,62g7a-cakor-uwiaa-aaaaa-c4chg-yaqca-aaarx-q,1135,181261
qu3mb-jikor-uwiaa-aaaaa-cuarg-yaqca-acywl-q,1529,635po-oakor-uwiaa-aaaaa-c4chg-yaqca-aaax4-q,1529,181655
hcgf6-7ikor-uwiaa-aaaaa-cuarg-yaqca-acyf7-a,480,636zv-7akor-uwiaa-aaaaa-c4chg-yaqca-aaahq-a,480,180606
nfktf-aykor-uwiaa-aaaaa-cuarg-yaqca-acyvl-a,1464,64qym-pqkor-uwiaa-aaaaa-c4chg-yaqca-aaaw4-a,1464,181590
hfls4-6ykor-uwiaa-aaaaa-cuarg-yaqca-acye7-q,417,64tox-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaagq-q,417,180543
za2hc-zikor-uwiaa-aaaaa-cuarg-yaqca-acx7k-q,55,65i6z-sqkor-uwiaa-aaaaa-c4chg-yaqca-aaaa3-q,55,180181
f7k66-xykor-uwiaa-aaaaa-cuarg-yaqca-acypg-a,1070,65lic-dqkor-uwiaa-aaaaa-c4chg-yaqca-aaaqx-a,1070,181196
hwfwl-kqkor-uwiaa-aaaaa-cuarg-yaqca-acywq-a,1538,664i6-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaayb-a,1538,181664
hwgaq-3qkor-uwiaa-aaaaa-cuarg-yaqca-acyg4-q,539,6676f-kykor-uwiaa-aaaaa-c4chg-yaqca-aaain-q,539,180665
cg5zr-bakor-uwiaa-aaaaa-cuarg-yaqca-acymv-q,909,67eol-gykor-uwiaa-aaaaa-c4chg-yaqca-aaaog-q,909,181035
fc4cw-rqkor-uwiaa-aaaaa-cuarg-yaqca-acype-a,1066,6a5uk-fykor-uwiaa-aaaaa-c4chg-yaqca-aaaqv-a,1066,181192
z5m3k-7akor-uwiaa-aaaaa-cuarg-yaqca-acx7i-q,51,6a6cr-uykor-uwiaa-aaaaa-c4chg-yaqca-aaaaz-q,51,180177
mdsbg-3akor-uwiaa-aaaaa-cuarg-yaqca-acyfb-q,421,6bfs7-yykor-uwiaa-aaaaa-c4chg-yaqca-aaags-q,421,180547
mdrx5-kakor-uwiaa-aaaaa-cuarg-yaqca-acyvn-a,1468,6bgee-jykor-uwiaa-aaaaa-c4chg-yaqca-aaaw6-a,1468,181594
dag5j-lykor-uwiaa-aaaaa-cuarg-yaqca-acymt-q,905,6cssd-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaaoe-q,905,181031
hlq4y-5ykor-uwiaa-aaaaa-cuarg-yaqca-acyg6-q,543,6djcn-mqkor-uwiaa-aaaaa-c4chg-yaqca-aaaip-q,543,180669
hltkd-mykor-uwiaa-aaaaa-cuarg-yaqca-acyws-a,1542,6dkuw-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaayd-a,1542,181668
hm5l2-4ikor-uwiaa-aaaaa-cuarg-yaqca-acyh6-a,606,6eevp-nakor-uwiaa-aaaaa-c4chg-yaqca-aaajp-a,606,180732
hm65b-nikor-uwiaa-aaaaa-cuarg-yaqca-acyxs-q,1607,6ehdu-4akor-uwiaa-aaaaa-c4chg-yaqca-aaazd-q,1607,181733
dhlkl-kikor-uwiaa-aaaaa-cuarg-yaqca-acynt-a,968,6f7fb-bakor-uwiaa-aaaaa-c4chg-yaqca-aaape-a,968,181094
rsd6c-sqkor-uwiaa-aaaaa-cuarg-yaqca-acygb-a,484,6gif5-zikor-uwiaa-aaaaa-c4chg-yaqca-aaahs-a,484,180610
rsaiz-dqkor-uwiaa-aaaaa-cuarg-yaqca-acywn-q,1533,6gltg-iikor-uwiaa-aaaaa-c4chg-yaqca-aaax6-q,1533,181659
rone7-jykor-uwiaa-aaaaa-cuarg-yaqca-acyqe-q,1131,6hqdi-eikor-uwiaa-aaaaa-c4chg-yaqca-aaarv-q,1131,181257
roose-yykor-uwiaa-aaaaa-cuarg-yaqca-acyai-a,114,6htvt-vikor-uwiaa-aaaaa-c4chg-yaqca-aaabz-a,114,180240
rbn2v-gykor-uwiaa-aaaaa-cuarg-yaqca-acyuo-q,1407,6iq5c-likor-uwiaa-aaaaa-c4chg-yaqca-aaav7-q,1407,181533
rbomo-xykor-uwiaa-aaaaa-cuarg-yaqca-acyec-a,358,6itlz-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaaft-a,358,180484
tqvjy-iakor-uwiaa-aaaaa-cuarg-yaqca-acych-a,240,6ji3x-wikor-uwiaa-aaaaa-c4chg-yaqca-aaady-a,240,180366
qgnod-aakor-uwiaa-aaaaa-cuarg-yaqca-acysd-q,1257,6jlnm-hikor-uwiaa-aaaaa-c4chg-yaqca-aaatu-q,1257,181383
ctf2k-yykor-uwiaa-aaaaa-cuarg-yaqca-acyzr-q,1733,6k4nq-7akor-uwiaa-aaaaa-c4chg-yaqca-aaa3c-q,1733,181859
ctgmr-jykor-uwiaa-aaaaa-cuarg-yaqca-acyj5-a,732,6k73l-oakor-uwiaa-aaaaa-c4chg-yaqca-aaalo-a,732,180858
blgtv-tykor-uwiaa-aaaaa-cuarg-yaqca-acylu-a,842,6lelf-cakor-uwiaa-aaaaa-c4chg-yaqca-aaanf-a,842,180968
bmlex-sikor-uwiaa-aaaaa-cuarg-yaqca-acyku-q,779,6mj4h-dqkor-uwiaa-aaaaa-c4chg-yaqca-aaamf-q,779,180905
cuini-zikor-uwiaa-aaaaa-cuarg-yaqca-acyyr-a,1668,6nr2s-6qkor-uwiaa-aaaaa-c4chg-yaqca-aaa2c-a,1668,181794
cul3t-iikor-uwiaa-aaaaa-cuarg-yaqca-acyi5-q,669,6nsmj-pqkor-uwiaa-aaaaa-c4chg-yaqca-aaako-q,669,180795
obew4-bqkor-uwiaa-aaaaa-cuarg-yaqca-acybh-q,177,6ofmv-xykor-uwiaa-aaaaa-c4chg-yaqca-aaacy-q,177,180303
nx4rh-jqkor-uwiaa-aaaaa-cuarg-yaqca-acyrd-a,1192,6og2o-gykor-uwiaa-aaaaa-c4chg-yaqca-aaasu-a,1192,181318
purwt-7akor-uwiaa-aaaaa-cuarg-yaqca-acyto-a,1342,6p5ka-kykor-uwiaa-aaaaa-c4chg-yaqca-aaau7-a,1342,181468
pusai-oakor-uwiaa-aaaaa-cuarg-yaqca-acydc-q,295,6p643-3ykor-uwiaa-aaaaa-c4chg-yaqca-aaaet-q,295,180421
dsq7l-cqkor-uwiaa-aaaaa-cuarg-yaqca-acyi3-q,665,6qeqb-jykor-uwiaa-aaaaa-c4chg-yaqca-aaakm-q,665,180791
hj72r-yqkor-uwiaa-aaaaa-cuarg-yaqca-acyyp-a,1664,6qhg2-yykor-uwiaa-aaaaa-c4chg-yaqca-aaa2a-a,1664,181790
br5y7-uakor-uwiaa-aaaaa-cuarg-yaqca-acykw-q,783,6r7ap-fykor-uwiaa-aaaaa-c4chg-yaqca-aaamh-q,783,180909
pje4a-iikor-uwiaa-aaaaa-cuarg-yaqca-acyda-q,291,6siat-5qkor-uwiaa-aaaaa-c4chg-yaqca-aaaer-q,291,180417
pjhk3-zikor-uwiaa-aaaaa-cuarg-yaqca-acytm-a,1338,6slwi-mqkor-uwiaa-aaaaa-c4chg-yaqca-aaau5-a,1338,181464
mrhv7-dikor-uwiaa-aaaaa-cuarg-yaqca-acyrf-a,1196,6tqgg-aqkor-uwiaa-aaaaa-c4chg-yaqca-aaasw-a,1196,181322
mrede-sikor-uwiaa-aaaaa-cuarg-yaqca-acybj-q,181,6ttq5-rqkor-uwiaa-aaaaa-c4chg-yaqca-aaac2-q,181,180307
rawk3-kykor-uwiaa-aaaaa-cuarg-yaqca-acysf-q,1261,6u5re-bakor-uwiaa-aaaaa-c4chg-yaqca-aaatw-q,1261,181387
rav4a-3ykor-uwiaa-aaaaa-cuarg-yaqca-acycj-a,244,6u6h7-qakor-uwiaa-aaaaa-c4chg-yaqca-aaad2-a,244,180370
r4yqg-rqkor-uwiaa-aaaaa-cuarg-yaqca-acyea-a,354,6vfxr-4akor-uwiaa-aaaaa-c4chg-yaqca-aaafr-a,354,180480
r43g5-aqkor-uwiaa-aaaaa-cuarg-yaqca-acyum-q,1403,6vgbk-nakor-uwiaa-aaaaa-c4chg-yaqca-aaav5-q,1403,181529
bwqp5-vqkor-uwiaa-aaaaa-cuarg-yaqca-acylw-a,846,6wsxn-eikor-uwiaa-aaaaa-c4chg-yaqca-aaanh-a,846,180972
dv5ij-dakor-uwiaa-aaaaa-cuarg-yaqca-acyj3-a,728,6xjhd-iikor-uwiaa-aaaaa-c4chg-yaqca-aaalm-a,728,180854
hosnt-zakor-uwiaa-aaaaa-cuarg-yaqca-acyzp-q,1729,6xkry-zikor-uwiaa-aaaaa-c4chg-yaqca-aaa3a-q,1729,181855
cbqot-aqkor-uwiaa-aaaaa-cuarg-yaqca-acynv-a,972,6yjzj-hikor-uwiaa-aaaaa-c4chg-yaqca-aaapg-a,972,181098
hribj-lakor-uwiaa-aaaaa-cuarg-yaqca-acyxq-q,1603,6zr74-2ikor-uwiaa-aaaaa-c4chg-yaqca-aaazb-q,1603,181729
hrlxs-2akor-uwiaa-aaaaa-cuarg-yaqca-acyh4-a,602,6zsjh-likor-uwiaa-aaaaa-c4chg-yaqca-aaajn-a,602,180728
ny7zw-xqkor-uwiaa-aaaaa-cuarg-yaqca-acyff-q,429,72ikp-uikor-uwiaa-aaaaa-c4chg-yaqca-aaagw-q,429,180555
ny4pn-gqkor-uwiaa-aaaaa-cuarg-yaqca-acyvj-a,1460,72l4u-fikor-uwiaa-aaaaa-c4chg-yaqca-aaaw2-a,1460,181586
ezr2g-5akor-uwiaa-aaaaa-cuarg-yaqca-acypa-a,1058,73qm2-jikor-uwiaa-aaaaa-c4chg-yaqca-aaaqr-a,1058,181184
ygbd2-tqkor-uwiaa-aaaaa-cuarg-yaqca-acx7m-q,59,73t2b-yikor-uwiaa-aaaaa-c4chg-yaqca-aaaa5-q,59,180185
qva4p-fikor-uwiaa-aaaaa-cuarg-yaqca-acyqa-q,1123,7453y-iykor-uwiaa-aaaaa-c4chg-yaqca-aaarr-q,1123,181249
qvdku-uikor-uwiaa-aaaaa-cuarg-yaqca-acyam-a,122,746nd-zykor-uwiaa-aaaaa-c4chg-yaqca-aaab5-a,122,180248
qjogs-6akor-uwiaa-aaaaa-cuarg-yaqca-acygf-a,492,75f5n-vykor-uwiaa-aaaaa-c4chg-yaqca-aaahw-a,492,180618
qjnqj-pakor-uwiaa-aaaaa-cuarg-yaqca-acywj-q,1525,75glw-eykor-uwiaa-aaaaa-c4chg-yaqca-aaax2-q,1525,181651
ghkb2-nykor-uwiaa-aaaaa-cuarg-yaqca-acynp-a,960,76s5r-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaapa-a,960,181086
gxqtk-qykor-uwiaa-aaaaa-cuarg-yaqca-acyh2-a,598,77jn7-bqkor-uwiaa-aaaaa-c4chg-yaqca-aaajl-a,598,180724
gxtfr-bykor-uwiaa-aaaaa-cuarg-yaqca-acyxw-q,1615,77k3e-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaazh-q,1615,181741
sznfr-4ykor-uwiaa-aaaaa-cuarg-yaqca-acywh-q,1521,7aqx6-cqkor-uwiaa-aaaaa-c4chg-yaqca-aaaxy-q,1521,181647
rpvck-uykor-uwiaa-aaaaa-cuarg-yaqca-acygd-a,488,7atbf-tqkor-uwiaa-aaaaa-c4chg-yaqca-aaahu-a,488,180614
qivw4-sakor-uwiaa-aaaaa-cuarg-yaqca-acyao-a,126,7birl-7qkor-uwiaa-aaaaa-c4chg-yaqca-aaab7-a,126,180252
qiwah-dakor-uwiaa-aaaaa-cuarg-yaqca-acyqc-q,1127,7blhq-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaart-q,1127,181253
gkfzz-hqkor-uwiaa-aaaaa-cuarg-yaqca-acyxu-q,1611,7c4hm-wykor-uwiaa-aaaaa-c4chg-yaqca-aaazf-q,1611,181737
gkgpc-wqkor-uwiaa-aaaaa-cuarg-yaqca-acyhy-a,594,7c7rx-hykor-uwiaa-aaaaa-c4chg-yaqca-aaajj-a,594,180720
d25wd-makor-uwiaa-aaaaa-cuarg-yaqca-acynr-a,964,7debz-lykor-uwiaa-aaaaa-c4chg-yaqca-aaapc-a,964,181090
d5qbb-nqkor-uwiaa-aaaaa-cuarg-yaqca-acymr-q,901,7ejw3-kikor-uwiaa-aaaaa-c4chg-yaqca-aaaoc-q,901,181027
gnio3-gakor-uwiaa-aaaaa-cuarg-yaqca-acywu-a,1546,7frqo-xikor-uwiaa-aaaaa-c4chg-yaqca-aaayf-a,1546,181672
gnlya-xakor-uwiaa-aaaaa-cuarg-yaqca-acygy-q,531,7fsgv-gikor-uwiaa-aaaaa-c4chg-yaqca-aaaij-q,531,180657
y3x7s-vykor-uwiaa-aaaaa-cuarg-yaqca-acx7o-q,63,7gfgj-6akor-uwiaa-aaaaa-c4chg-yaqca-aaaa7-q,63,180189
eehgo-3ikor-uwiaa-aaaaa-cuarg-yaqca-acypc-a,1062,7ggqs-pakor-uwiaa-aaaaa-c4chg-yaqca-aaaqt-a,1062,181188
pi42v-vikor-uwiaa-aaaaa-cuarg-yaqca-acyvh-a,1456,7h5a4-dakor-uwiaa-aaaaa-c4chg-yaqca-aaawy-a,1456,181582
m6e5o-5ikor-uwiaa-aaaaa-cuarg-yaqca-acyfd-q,425,7h6wh-sakor-uwiaa-aaaaa-c4chg-yaqca-aaagu-q,425,180551
nkknp-pykor-uwiaa-aaaaa-cuarg-yaqca-acyrb-a,1188,7i56w-makor-uwiaa-aaaaa-c4chg-yaqca-aaass-a,1188,181314
nkj3u-6ykor-uwiaa-aaaaa-cuarg-yaqca-acybn-q,189,7i6in-5akor-uwiaa-aaaaa-c4chg-yaqca-aaac6-q,189,180315
osjeq-eykor-uwiaa-aaaaa-cuarg-yaqca-acyde-q,299,7jfyd-rakor-uwiaa-aaaaa-c4chg-yaqca-aaaev-q,299,180425
osksl-vykor-uwiaa-aaaaa-cuarg-yaqca-acyti-a,1330,7jgoy-aakor-uwiaa-aaaaa-c4chg-yaqca-aaauz-a,1330,181456
akqap-yqkor-uwiaa-aaaaa-cuarg-yaqca-acyks-q,775,7ksy7-jikor-uwiaa-aaaaa-c4chg-yaqca-aaamd-q,775,180901
b7gw3-xakor-uwiaa-aaaaa-cuarg-yaqca-acyix-q,657,7ljir-fikor-uwiaa-aaaaa-c4chg-yaqca-aaaki-q,657,180783
cj6ra-7akor-uwiaa-aaaaa-cuarg-yaqca-acyyt-a,1672,7lk6k-uikor-uwiaa-aaaaa-c4chg-yaqca-aaa2e-a,1672,181798
bylbz-wqkor-uwiaa-aaaaa-cuarg-yaqca-acyjx-a,720,7me7t-eykor-uwiaa-aaaaa-c4chg-yaqca-aaali-a,720,180846
an5xn-zakor-uwiaa-aaaaa-cuarg-yaqca-acyls-a,838,7n7p5-iykor-uwiaa-aaaaa-c4chg-yaqca-aaand-a,838,180964
qhviw-5akor-uwiaa-aaaaa-cuarg-yaqca-acyee-a,362,7oipb-qqkor-uwiaa-aaaaa-c4chg-yaqca-aaafv-a,362,180488
qhw6n-makor-uwiaa-aaaaa-cuarg-yaqca-acyui-q,1395,7olz2-bqkor-uwiaa-aaaaa-c4chg-yaqca-aaavz-q,1395,181521
q33sl-gikor-uwiaa-aaaaa-cuarg-yaqca-acysb-q,1253,7pqju-nqkor-uwiaa-aaaaa-c4chg-yaqca-aaats-q,1253,181379
q3yeq-xikor-uwiaa-aaaaa-cuarg-yaqca-acycn-a,252,7pt7p-4qkor-uwiaa-aaaaa-c4chg-yaqca-aaad6-a,252,180378
aqllf-7ikor-uwiaa-aaaaa-cuarg-yaqca-acylq-a,834,7qjtv-oqkor-uwiaa-aaaaa-c4chg-yaqca-aaanb-a,834,180960
dilub-fikor-uwiaa-aaaaa-cuarg-yaqca-acyjz-a,724,7rsd3-cqkor-uwiaa-aaaaa-c4chg-yaqca-aaalk-a,724,180850
r5dai-5qkor-uwiaa-aaaaa-cuarg-yaqca-acycl-a,248,7sfdh-2ykor-uwiaa-aaaaa-c4chg-yaqca-aaad4-a,248,180374
gl6jx-lqkor-uwiaa-aaaaa-cuarg-yaqca-acyr7-q,1249,7sgv4-lykor-uwiaa-aaaaa-c4chg-yaqca-aaatq-q,1249,181375
q2acf-kikor-uwiaa-aaaaa-cuarg-yaqca-acyuk-q,1399,7t5fs-hykor-uwiaa-aaaaa-c4chg-yaqca-aaav3-q,1399,181525
q2du6-3ikor-uwiaa-aaaaa-cuarg-yaqca-acyeg-a,366,7t6tj-wykor-uwiaa-aaaaa-c4chg-yaqca-aaafx-a,366,180492
op4od-tqkor-uwiaa-aaaaa-cuarg-yaqca-acytk-a,1334,7uqsq-gikor-uwiaa-aaaaa-c4chg-yaqca-aaau3-a,1334,181460
op7yy-cqkor-uwiaa-aaaaa-cuarg-yaqca-acydg-q,303,7utel-xikor-uwiaa-aaaaa-c4chg-yaqca-aaaex-q,303,180429
mms7m-uakor-uwiaa-aaaaa-cuarg-yaqca-acybl-q,185,7viuf-3ikor-uwiaa-aaaaa-c4chg-yaqca-aaac4-q,185,180311
gmt6v-kakor-uwiaa-aaaaa-cuarg-yaqca-acyq7-a,1184,7vlc6-kikor-uwiaa-aaaaa-c4chg-yaqca-aaasq-a,1184,181310
dpfvy-vykor-uwiaa-aaaaa-cuarg-yaqca-acyyv-a,1676,7w4cc-sakor-uwiaa-aaaaa-c4chg-yaqca-aaa2g-a,1676,181802
dpgdd-eykor-uwiaa-aaaaa-cuarg-yaqca-acyiz-q,661,7w7uz-dakor-uwiaa-aaaaa-c4chg-yaqca-aaakk-q,661,180787
axg4h-6ykor-uwiaa-aaaaa-cuarg-yaqca-acykq-q,771,7xeex-pakor-uwiaa-aaaaa-c4chg-yaqca-aaamb-q,771,180897
